[set,]image_path[,label]
UNASSIGNED,gs://helios-sh3/images/b841.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1023.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b699.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m227.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b114.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m541.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b672.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1449.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m555.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b666.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m233.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b100.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b128.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1313.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1475.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b896.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m569.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b882.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1461.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1307.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m780.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1209.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m958.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1688.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m964.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1235.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m970.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b470.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m743.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b316.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b302.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b464.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1677.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1111.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1105.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1663.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b458.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b328.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1113.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1675.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m769.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1661.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1107.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b314.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b472.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m741.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m999.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1649.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b466.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m755.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m966.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1237.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m972.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1223.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b499.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m6.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m782.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m796.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1477.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1311.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m219.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1305.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1463.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m543.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m225.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b116.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1339.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b102.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m557.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b857.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1035.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m11.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1021.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b843.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m580.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m594.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b738.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1182.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1503.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m379.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1271.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1517.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1196.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b704.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b56.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m351.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1259.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m345.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m423.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b710.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b42.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b923.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b937.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m392.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m386.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1169.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b81.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1067.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m609.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1394.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1715.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1073.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b248.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b260.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m153.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b506.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m635.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1729.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b512.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m621.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b274.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m147.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m812.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1343.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m806.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1357.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1431.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1419.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1098.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1099.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m191.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1418.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1356.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m807.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1424.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m813.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m620.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b513.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1728.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m146.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b275.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m152.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b261.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m634.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b507.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b249.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1072.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1066.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m608.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1381.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1700.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m387.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b80.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1168.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b94.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m393.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1154.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1140.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b922.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m344.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b43.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b711.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m422.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b705.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1258.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m350.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1270.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m378.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1183.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b739.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1264.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m595.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1489.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1008.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m38.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m581.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1020.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b842.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m10.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b856.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1034.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b103.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m230.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1338.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b665.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b671.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m542.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b117.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m224.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1304.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b881.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1462.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1476.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m218.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m783.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b498.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1222.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m973.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m7.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1236.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m967.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m754.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b467.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b301.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b315.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m998.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m740.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b473.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1660.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m768.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1106.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b329.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1674.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b372.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1149.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m727.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m733.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b400.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b366.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1175.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1613.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1161.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m928.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1279.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m900.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1245.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m914.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b399.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b616.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m525.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b170.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m243.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b164.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1439.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m88.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b602.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m531.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1411.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1090.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1363.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b158.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1084.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1405.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m280.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1388.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m294.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b831.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1053.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m63.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1047.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m77.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b30.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m451.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m337.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m323.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b24.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b776.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1565.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b986.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1217.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b992.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1571.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b979.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m492.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m486.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1127.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b945.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b951.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1133.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b789.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m135.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b206.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m647.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m121.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b212.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1001.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m109.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1480.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1767.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1494.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1015.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m690.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m848.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1319.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m684.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1325.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1331.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m860.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1457.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m861.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1456.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1442.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m875.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1324.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m685.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1799.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1318.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m849.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m691.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b549.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1772.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1014.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1481.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m108.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1000.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1766.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m646.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b213.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m120.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1028.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b207.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m134.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m652.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b788.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b950.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1132.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1126.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m487.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m493.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b978.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1216.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1570.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m478.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b19.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b987.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1564.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1202.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m444.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b777.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b25.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1558.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m336.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m76.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1052.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m295.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b818.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1389.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m281.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b159.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1404.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1085.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m518.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1410.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b165.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m530.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m89.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1438.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m524.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b617.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m242.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b171.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m915.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1244.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b398.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m901.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1250.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1278.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m929.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1287.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1606.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1160.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1174.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1612.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1293.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b429.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b401.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m732.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1148.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b373.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b415.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m726.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b365.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b403.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m730.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1638.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b417.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m724.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b371.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b359.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1162.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1604.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1285.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m718.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1291.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1176.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1189.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m917.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1246.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m903.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1252.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m532.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b601.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m254.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b167.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1348.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m240.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b173.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m526.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b615.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1087.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1406.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1360.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m268.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1374.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1093.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b629.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1078.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m48.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m297.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m283.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1044.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b198.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1050.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b832.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m60.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b27.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m446.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b775.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m320.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1228.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m334.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b33.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m452.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b761.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b749.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b991.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1572.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m308.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1566.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b985.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m485.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1599.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1118.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m491.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1130.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b952.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1124.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m122.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b577.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m644.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m888.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b563.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m650.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m136.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1497.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1016.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1770.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m678.jpg,malignant
